;Order date;Order type;Workflow status;Business Partner;Container;Front Office Domicile Country;Money Account (-) (leg 1);Money Account (+) (leg 1);Money Account (-) (leg 2);Money Account (+) (leg 2);Bank buys (leg 1);Bank buys (leg 2);Bank sells leg 1;Bank sells leg 2;Asset leg 1;Asset leg 2;Trade date;Value date leg 1;Value date leg 2
142605310;15.03.2018;FX swap;Done;BANK JULIUS BAER ZURICH;8000132.3001 AUX Interim money trading (23);;8000132.MM MACC.SETTLE.IN.CHF recon_settle;8000132.MM MACC.SETTLE.OUT.EUR recon_settle;8000132.MM MACC.SETTLE.IN.EUR recon_settle;8000132.MM MACC.SETTLE.OUT.CHF recon_settle;CHF 11708000;EUR 10000000;EUR 10000000;CHF 11707900;FX Swap Near Leg - EUR/CHF, 15.03.18 (1028055);FX Swap Far Leg - EUR/CHF, 21.03.18 (1028056);14.03.2018;15.03.2018;21.03.2018
142582567;10.03.2018;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;0000255.MM MACC.SETTLE.IN.USD recon_settle;000025502978 BE87480945108794 Nostro Account EUR;000025502978 BE87480945108794 Nostro Account EUR;0000255.MM MACC.SETTLE.OUT.USD recon_settle;USD 12312900;EUR 10000000;EUR 10000000;USD 12347710;FX Swap Near Leg - EUR/USD, 09.03.18 (1027646);FX Swap Far Leg - EUR/USD, 13.04.18 (1027647);09.03.2018;09.03.2018;13.04.2018
142573174;09.03.2018;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;USD 12385500;EUR 10000000;EUR 10000000;USD 12418080;FX Swap Near Leg - EUR/USD, 12.03.18 (1027551);FX Swap Far Leg - EUR/USD, 12.04.18 (1027552);08.03.2018;12.03.2018;12.04.2018
142573083;09.03.2018;FX swap;Done;CORNER BANCA S.A. LUGANO;0000937.3002 AUX Interim money trading (23);;0000937.MM MACC.SETTLE.IN.USD recon_settle;0000937.MM MACC.SETTLE.OUT.EUR recon_settle;0000937.MM MACC.SETTLE.IN.EUR recon_settle;0000937.MM MACC.SETTLE.OUT.USD recon_settle;USD 12380000;EUR 10000000;EUR 10000000;USD 12439000;FX Swap Near Leg - EUR/USD, 09.03.18 (1027548);FX Swap Far Leg - EUR/USD, 09.05.18 (1027549);08.03.2018;09.03.2018;09.05.2018
142567371;08.03.2018;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;0000255.MM MACC.SETTLE.IN.USD recon_settle;000025502978 BE87480945108794 Nostro Account EUR;000025502978 BE87480945108794 Nostro Account EUR;0000255.MM MACC.SETTLE.OUT.USD recon_settle;USD 17410442;EUR 14000000;EUR 14000000;USD 17457398;FX Swap Near Leg - EUR/USD, 07.03.18 (1027457);FX Swap Far Leg - EUR/USD, 09.04.18 (1027458);07.03.2018;07.03.2018;09.04.2018
142561557;07.03.2018;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;0000255.MM MACC.SETTLE.IN.USD recon_settle;000025502978 BE87480945108794 Nostro Account EUR;000025502978 BE87480945108794 Nostro Account EUR;0000255.MM MACC.SETTLE.OUT.USD recon_settle;USD 24798680;EUR 20000000;EUR 20000000;USD 24800020;FX Swap Near Leg - EUR/USD, 06.03.18 (1027337);FX Swap Far Leg - EUR/USD, 07.03.18 (1027338);06.03.2018;06.03.2018;07.03.2018
142554387;06.03.2018;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 24602044;EUR 20000000;EUR 20000000;USD 24603410;FX Swap Near Leg - EUR/USD, 05.03.18 (1027195);FX Swap Far Leg - EUR/USD, 06.03.18 (1027196);05.03.2018;05.03.2018;06.03.2018
141307482;03.03.2018;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;USD 24611204;EUR 20000000;EUR 20000000;USD 24615204;FX Swap Near Leg - EUR/USD, 02.03.18 (1027078);FX Swap Far Leg - EUR/USD, 05.03.18 (1027079);02.03.2018;02.03.2018;05.03.2018
141299936;02.03.2018;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 24370000;EUR 20000000;EUR 20000000;USD 24371500;FX Swap Near Leg - EUR/USD, 01.03.18 (1026977);FX Swap Far Leg - EUR/USD, 02.03.18 (1026978);01.03.2018;01.03.2018;02.03.2018
141294959;01.03.2018;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;CHF 11506600;EUR 10000000;EUR 10000000;CHF 11505800;FX Swap Near Leg - EUR/CHF, 02.03.18 (1026926);FX Swap Far Leg - EUR/CHF, 09.03.18 (1026927);28.02.2018;02.03.2018;09.03.2018
141288262;28.02.2018;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;0000255.2001 BE27488591888273AUD Nostro Account AUD;0000255.MM MACC.SETTLE.OUT.USD recon_settle;0000255.MM MACC.SETTLE.IN.USD recon_settle;0000255.2001 BE27488591888273AUD Nostro Account AUD;AUD 1500000;USD 1176516;USD 1176555;AUD 1500000;FX Swap Near Leg - AUD/USD, 01.03.18 (1026811);FX Swap Far Leg - AUD/USD, 13.03.18 (1026812);27.02.2018;01.03.2018;13.03.2018
141278605;27.02.2018;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;0000255.2001 BE27488591888273AUD Nostro Account AUD;0000255.MM MACC.SETTLE.OUT.USD recon_settle;0000255.MM MACC.SETTLE.IN.USD recon_settle;0000255.2001 BE27488591888273AUD Nostro Account AUD;AUD 250000;USD 196855.25;USD 196863;AUD 250000;FX Swap Near Leg - AUD/USD, 27.02.18 (1026664);FX Swap Far Leg - AUD/USD, 29.03.18 (1026665);26.02.2018;27.02.2018;29.03.2018
141266153;23.02.2018;FX swap;Done;BANK JULIUS BAER ZURICH;8000132.3001 AUX Interim money trading (23);;8000132.MM MACC.SETTLE.IN.USD recon_settle;8000132.MM MACC.SETTLE.OUT.EUR recon_settle;8000132.MM MACC.SETTLE.IN.EUR recon_settle;8000132.MM MACC.SETTLE.OUT.USD recon_settle;USD 12281950;EUR 10000000;EUR 10000000;USD 12307150;FX Swap Near Leg - EUR/USD, 22.02.18 (1026461);FX Swap Far Leg - EUR/USD, 26.03.18 (1026462);22.02.2018;22.02.2018;26.03.2018
141240248;20.02.2018;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;USD 12414732;EUR 10000000;EUR 10000000;USD 12426530;FX Swap Near Leg - EUR/USD, 20.02.18 (1026095);FX Swap Far Leg - EUR/USD, 07.03.18 (1026096);19.02.2018;20.02.2018;07.03.2018
141240203;20.02.2018;FX swap;Done;BANK JULIUS BAER ZURICH;8000132.3001 AUX Interim money trading (23);;8000132.MM MACC.SETTLE.IN.USD recon_settle;8000132.MM MACC.SETTLE.OUT.EUR recon_settle;8000132.MM MACC.SETTLE.IN.EUR recon_settle;8000132.MM MACC.SETTLE.OUT.USD recon_settle;USD 12412000;EUR 10000000;EUR 10000000;USD 12465900;FX Swap Near Leg - EUR/USD, 21.02.18 (1026092);FX Swap Far Leg - EUR/USD, 23.04.18 (1026093);19.02.2018;21.02.2018;23.04.2018
141240143;20.02.2018;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 18610350;EUR 15000000;EUR 15000000;USD 18643125;FX Swap Near Leg - EUR/USD, 21.02.18 (1026089);FX Swap Far Leg - EUR/USD, 21.03.18 (1026090);19.02.2018;21.02.2018;21.03.2018
141225674;16.02.2018;FX swap;Reversed;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;000025502978 BE87480945108794 Nostro Account EUR;0000255.MM MACC.SETTLE.OUT.USD recon_settle;0000255.MM MACC.SETTLE.IN.USD recon_settle;000025502978 BE87480945108794 Nostro Account EUR;EUR 15000000;USD 18736545;USD 18728790;EUR 15000000;FX Swap Near Leg - EUR/USD, 15.02.18 (1025849);FX Swap Far Leg - EUR/USD, 15.02.18 (1025850);15.02.2018;15.02.2018;22.02.2018
141228446;16.02.2018;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;000025516710 BE27488591888273ZAR Nostro Account ZAR;000025502978 BE87480945108794 Nostro Account EUR;000025502978 BE87480945108794 Nostro Account EUR;000025516710 BE27488591888273ZAR Nostro Account ZAR;ZAR 727415;EUR 50000;EUR 50000;ZAR 731954.6;FX Swap Near Leg - EUR/ZAR, 20.02.18 (1025931);FX Swap Far Leg - EUR/ZAR, 20.03.18 (1025932);15.02.2018;20.02.2018;20.03.2018
141226308;16.02.2018;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;000025509554 BE27488591888273NZD Nostro Account NZD;000025502978 BE87480945108794 Nostro Account EUR;000025502978 BE87480945108794 Nostro Account EUR;000025509554 BE27488591888273NZD Nostro Account NZD;NZD 84336.5;EUR 50000;EUR 50000;NZD 84534.7;FX Swap Near Leg - EUR/NZD, 16.02.18 (1025866);FX Swap Far Leg - EUR/NZD, 20.03.18 (1025867);15.02.2018;16.02.2018;20.03.2018
141225865;16.02.2018;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;0000255.MM MACC.SETTLE.IN.USD recon_settle;000025502978 BE87480945108794 Nostro Account EUR;000025502978 BE87480945108794 Nostro Account EUR;0000255.MM MACC.SETTLE.OUT.USD recon_settle;USD 18728790;EUR 15000000;EUR 15000000;USD 18736545;FX Swap Near Leg - EUR/USD, 15.02.18 (1025859);FX Swap Far Leg - EUR/USD, 22.02.18 (1025860);15.02.2018;15.02.2018;22.02.2018
139950149;08.02.2018;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 12340600;EUR 10000000;EUR 10000000;USD 12344340;FX Swap Near Leg - EUR/USD, 09.02.18 (1024958);FX Swap Far Leg - EUR/USD, 14.02.18 (1024959);07.02.2018;09.02.2018;14.02.2018
139949987;08.02.2018;FX swap;Done;BANK JULIUS BAER ZURICH;8000132.3001 AUX Interim money trading (23);;8000132.MM MACC.SETTLE.IN.USD recon_settle;8000132.MM MACC.SETTLE.OUT.EUR recon_settle;8000132.MM MACC.SETTLE.IN.EUR recon_settle;8000132.MM MACC.SETTLE.OUT.USD recon_settle;USD 12336000;EUR 10000000;EUR 10000000;USD 12339950;FX Swap Near Leg - EUR/USD, 09.02.18 (1024952);FX Swap Far Leg - EUR/USD, 14.02.18 (1024953);07.02.2018;09.02.2018;14.02.2018
139921721;02.02.2018;FX swap;Done;CORNER BANCA S.A. LUGANO;0000937.3002 AUX Interim money trading (23);;0000937.MM MACC.SETTLE.IN.USD recon_settle;0000937.MM MACC.SETTLE.OUT.EUR recon_settle;0000937.MM MACC.SETTLE.IN.EUR recon_settle;0000937.MM MACC.SETTLE.OUT.USD recon_settle;USD 9944000;EUR 8000000;EUR 8000000;USD 9948400;FX Swap Near Leg - EUR/USD, 05.02.18 (1024358);FX Swap Far Leg - EUR/USD, 12.02.18 (1024359);01.02.2018;05.02.2018;12.02.2018
139909708;31.01.2018;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;CHF 11598000;EUR 10000000;EUR 10000000;CHF 11594790;FX Swap Near Leg - EUR/CHF, 01.02.18 (1024090);FX Swap Far Leg - EUR/CHF, 01.03.18 (1024091);30.01.2018;01.02.2018;01.03.2018
139902385;30.01.2018;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.JPY recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.JPY recon_settle;JPY 100000000;EUR 742715.81;EUR 743124.24;JPY 100000000;FX Swap Near Leg - JPY/EUR, 31.01.18 (1023802);FX Swap Far Leg - JPY/EUR, 29.03.18 (1023803);29.01.2018;31.01.2018;29.03.2018
139887954;26.01.2018;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.JPY recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.JPY recon_settle;JPY 900000000;EUR 6637569.53;EUR 6641282.21;JPY 900000000;FX Swap Near Leg - JPY/EUR, 29.01.18 (1023472);FX Swap Far Leg - JPY/EUR, 29.03.18 (1023473);25.01.2018;29.01.2018;29.03.2018
139873796;25.01.2018;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;CHF 5853450;EUR 5000000;EUR 5000000;CHF 5853070;FX Swap Near Leg - EUR/CHF, 26.01.18 (1023354);FX Swap Far Leg - EUR/CHF, 01.02.18 (1023355);24.01.2018;26.01.2018;01.02.2018
139873765;25.01.2018;FX swap;Done;CORNER BANCA S.A. LUGANO;0000937.3002 AUX Interim money trading (23);;0000937.MM MACC.SETTLE.IN.CHF recon_settle;0000937.MM MACC.SETTLE.OUT.EUR recon_settle;0000937.MM MACC.SETTLE.IN.EUR recon_settle;0000937.MM MACC.SETTLE.OUT.CHF recon_settle;CHF 11712800;EUR 10000000;EUR 10000000;CHF 11712000;FX Swap Near Leg - EUR/CHF, 26.01.18 (1023348);FX Swap Far Leg - EUR/CHF, 01.02.18 (1023349);24.01.2018;26.01.2018;01.02.2018
139846264;20.01.2018;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 12251700;EUR 10000000;EUR 10000000;USD 12264170;FX Swap Near Leg - EUR/USD, 23.01.18 (1022839);FX Swap Far Leg - EUR/USD, 09.02.18 (1022840);19.01.2018;23.01.2018;09.02.2018
139846521;20.01.2018;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 7351272.13;USD 9000000;USD 9000000;EUR 7350839.22;FX Swap Near Leg - USD/EUR, 22.01.18 (1022853);FX Swap Far Leg - USD/EUR, 23.01.18 (1022854);19.01.2018;22.01.2018;23.01.2018
139845084;20.01.2018;FX swap;Done;BANK JULIUS BAER ZURICH;8000132.3001 AUX Interim money trading (23);;8000132.MM MACC.SETTLE.IN.USD recon_settle;8000132.MM MACC.SETTLE.OUT.EUR recon_settle;8000132.MM MACC.SETTLE.IN.EUR recon_settle;8000132.MM MACC.SETTLE.OUT.USD recon_settle;USD 12280000;EUR 10000000;EUR 10000000;USD 12293400;FX Swap Near Leg - EUR/USD, 22.01.18 (1022811);FX Swap Far Leg - EUR/USD, 09.02.18 (1022812);19.01.2018;22.01.2018;09.02.2018
139840267;19.01.2018;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.GBP recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.GBP recon_settle;GBP 300000;EUR 339866.32;EUR 339894.04;GBP 300000;FX Swap Near Leg - GBP/EUR, 19.01.18 (1022740);FX Swap Far Leg - GBP/EUR, 22.01.18 (1022741);18.01.2018;19.01.2018;22.01.2018
139777130;09.01.2018;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;USD 11969000;EUR 10000000;EUR 10000000;USD 12011490;FX Swap Near Leg - EUR/USD, 10.01.18 (1021323);FX Swap Far Leg - EUR/USD, 12.03.18 (1021324);08.01.2018;10.01.2018;12.03.2018
139777106;09.01.2018;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;0000255.MM MACC.SETTLE.IN.CHF recon_settle;000025502978 BE87480945108794 Nostro Account EUR;000025502978 BE87480945108794 Nostro Account EUR;0000255.MM MACC.SETTLE.OUT.CHF recon_settle;CHF 11692900;EUR 10000000;EUR 10000000;CHF 11692590;FX Swap Near Leg - EUR/CHF, 10.01.18 (1021317);FX Swap Far Leg - EUR/CHF, 17.01.18 (1021318);08.01.2018;10.01.2018;17.01.2018
138516495;04.01.2018;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;USD 26440700;EUR 22000000;EUR 22000000;USD 26467815;FX Swap Near Leg - EUR/USD, 05.01.18 (1020865);FX Swap Far Leg - EUR/USD, 23.01.18 (1020866);03.01.2018;05.01.2018;23.01.2018
138493821;30.12.2017;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;0000255.MM MACC.SETTLE.IN.USD recon_settle;000025502978 BE87480945108794 Nostro Account EUR;000025502978 BE87480945108794 Nostro Account EUR;0000255.MM MACC.SETTLE.OUT.USD recon_settle;USD 11984700;EUR 10000000;EUR 10000000;USD 12007580;FX Swap Near Leg - EUR/USD, 03.01.18 (1020655);FX Swap Far Leg - EUR/USD, 05.02.18 (1020656);29.12.2017;03.01.2018;05.02.2018
138493976;30.12.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.ZAR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.ZAR recon_settle;ZAR 300000;USD 24315;USD 24416.45;ZAR 300000;FX Swap Near Leg - ZAR/USD, 03.01.18 (1020658);FX Swap Far Leg - ZAR/USD, 29.01.18 (1020659);29.12.2017;03.01.2018;29.01.2018
138493667;30.12.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;USD 4792848.8;EUR 4000000;EUR 4000000;USD 4795036;FX Swap Near Leg - EUR/USD, 02.01.18 (1020648);FX Swap Far Leg - EUR/USD, 10.01.18 (1020649);29.12.2017;02.01.2018;10.01.2018
138489935;29.12.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;CHF 11684900;EUR 10000000;EUR 10000000;CHF 11684870;FX Swap Near Leg - EUR/CHF, 03.01.18 (1020587);FX Swap Far Leg - EUR/CHF, 10.01.18 (1020588);28.12.2017;03.01.2018;10.01.2018
138482037;28.12.2017;FX swap;Reversed;CORNER BANCA S.A. LUGANO;0000937.3002 AUX Interim money trading (23);;0000937.MM MACC.SETTLE.IN.EUR recon_settle;0000937.MM MACC.SETTLE.OUT.USD recon_settle;0000937.MM MACC.SETTLE.IN.USD recon_settle;0000937.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 8000000;USD 9544000;USD 9512000;EUR 8000000;FX Swap Near Leg - EUR/USD, 27.12.17 (1020418);FX Swap Far Leg - EUR/USD, 27.12.17 (1020419);27.12.2017;29.12.2017;23.01.2018
138481018;28.12.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 15000000;CHF 17624239.5;CHF 17625012;EUR 15000000;FX Swap Near Leg - EUR/CHF, 27.12.17 (1020395);FX Swap Far Leg - EUR/CHF, 28.12.17 (1020396);27.12.2017;27.12.2017;28.12.2017
138482225;28.12.2017;FX swap;Done;CORNER BANCA S.A. LUGANO;0000937.3002 AUX Interim money trading (23);;0000937.MM MACC.SETTLE.IN.USD recon_settle;0000937.MM MACC.SETTLE.OUT.EUR recon_settle;0000937.MM MACC.SETTLE.IN.EUR recon_settle;0000937.MM MACC.SETTLE.OUT.USD recon_settle;USD 9512000;EUR 8000000;EUR 8000000;USD 9544000;FX Swap Near Leg - EUR/USD, 29.12.17 (1020431);FX Swap Far Leg - EUR/USD, 23.01.18 (1020432);27.12.2017;29.12.2017;23.01.2018
138470792;23.12.2017;FX swap;Done;BANQUE CANTONALE GENEVE;0000231.3004 AUX Interim money trading (23);;000023106978 CH98 0078 8001 T32474331 Nostro Account EUR;000023102001 CH95 0078 8001 A32436736 Nostro Account CHF;000023102001 CH95 0078 8001 A32436736 Nostro Account CHF;000023106978 CH98 0078 8001 T32474331 Nostro Account EUR;EUR 24000000;CHF 28128000;CHF 28129800;EUR 24000000;FX Swap Near Leg - EUR/CHF, 22.12.17 (1020265);FX Swap Far Leg - EUR/CHF, 27.12.17 (1020266);22.12.2017;22.12.2017;27.12.2017
138471499;23.12.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.ZAR recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.ZAR recon_settle;ZAR 500000;CHF 38479.99;CHF 38855.08;ZAR 500000;FX Swap Near Leg - ZAR/CHF, 27.12.17 (1020284);FX Swap Far Leg - ZAR/CHF, 29.01.18 (1020285);22.12.2017;27.12.2017;29.01.2018
138444279;22.12.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.CHF recon_settle;0000123.MM MACC.SETTLE.IN.CHF recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;USD 10000000;CHF 9864851;CHF 9865493;USD 10000000;FX Swap Near Leg - USD/CHF, 21.12.17 (1020105);FX Swap Far Leg - USD/CHF, 22.12.17 (1020106);21.12.2017;21.12.2017;22.12.2017
138444889;22.12.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 10000000;CHF 11724738;CHF 11724993;EUR 10000000;FX Swap Near Leg - EUR/CHF, 21.12.17 (1020125);FX Swap Far Leg - EUR/CHF, 22.12.17 (1020126);21.12.2017;21.12.2017;22.12.2017
138444123;22.12.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.CAD recon_settle;0000593.MM MACC.SETTLE.IN.CAD recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 7012830.36;CAD 9000000;CAD 9000000;USD 7018704.07;FX Swap Near Leg - CAD/USD, 21.12.17 (1020101);FX Swap Far Leg - CAD/USD, 10.01.18 (1020102);21.12.2017;21.12.2017;10.01.2018
138438352;21.12.2017;FX swap;Done;BANK JULIUS BAER ZURICH;8000132.3001 AUX Interim money trading (23);;8000132.MM MACC.SETTLE.IN.USD recon_settle;8000132.MM MACC.SETTLE.OUT.EUR recon_settle;8000132.MM MACC.SETTLE.IN.EUR recon_settle;8000132.MM MACC.SETTLE.OUT.USD recon_settle;USD 11838000;EUR 10000000;EUR 10000000;USD 11865500;FX Swap Near Leg - EUR/USD, 20.12.17 (1020005);FX Swap Far Leg - EUR/USD, 08.01.18 (1020006);20.12.2017;20.12.2017;08.01.2018
138432960;20.12.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;USD 20060170;EUR 17000000;EUR 17000000;USD 20104361.5;FX Swap Near Leg - EUR/USD, 21.12.17 (1019887);FX Swap Far Leg - EUR/USD, 03.01.18 (1019888);19.12.2017;21.12.2017;03.01.2018
